number;ProjectID;RequirementText;class;NFR;F;A;FT;L;LF;MN;O;PE;PO;SC;SE;US
3059;inventory-2.0.pdf_3059;The inventory should be updated to reflect item purchases via the website.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3060;inventory-2.0.pdf_3060;Construction Junction members should be able to log into CJ‟s website.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3061;inventory-2.0.pdf_3061;Construction Junction intends to add this functionality.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3062;inventory-2.0.pdf_3062;Construction Junction is currently evaluating the benefits of replacing Microsoft Office products and Exchange Server with Google Apps and Gmail.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3063;inventory-2.0.pdf_3063;Buttons and shortcuts should be easy to click on a touch screen workstation. Extra spacing between rows should be added if necessary.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3064;inventory-2.0.pdf_3064;All required information fields should be marked with an asterisk (*).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3065;inventory-2.0.pdf_3065;During data validation, all validation errors must be reported to the actor and displayed on the screen.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3066;inventory-2.0.pdf_3066;In case of a validation error, the actor must not have to re-enter the values that are valid.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3067;inventory-2.0.pdf_3067;Inventory departments are displayed in matrix format.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3068;inventory-2.0.pdf_3068;The matrix dimensions are fixed, and are the same when displaying departments or categories.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3069;inventory-2.0.pdf_3069;The actual matrix dimensions are to be determined during system implementation.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3070;inventory-2.0.pdf_3070;The matrix should be able to hold at least 30 tiles at each level;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3071;inventory-2.0.pdf_3071;Unused matrix cells are displayed empty.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3072;inventory-2.0.pdf_3072;Each matrix cell displays a department name;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3073;inventory-2.0.pdf_3073;For departments with subcategories, the department name is a hyperlink to the view of the department subcategories.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3074;inventory-2.0.pdf_3074;For a department with no subcategories, the department name is a hyperlink to the view of the items in that department.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3075;inventory-2.0.pdf_3075;Departments are listed in alphabetical order in each row, from left to right and top to bottom.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3076;inventory-2.0.pdf_3076;Each cell in the matrix must indicate in some visual form that it contains subcategories.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3077;inventory-2.0.pdf_3077;Inventory categories are displayed in matrix format.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3078;inventory-2.0.pdf_3078;The matrix dimensions are fixed, and are the same when displaying departments or categories.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3079;inventory-2.0.pdf_3079;The actual matrix dimensions are to be determined during system implementation.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3080;inventory-2.0.pdf_3080;The matrix should be able to hold at least 30 tiles at each level.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3081;inventory-2.0.pdf_3081;Unused matrix cells are displayed empty.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3082;inventory-2.0.pdf_3082;Each matrix cell displays a category name.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3083;inventory-2.0.pdf_3083;For categories with subcategories, the category name is a hyperlink to the view of the subcategories.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3084;inventory-2.0.pdf_3084;For a Unique Item category, the category name is a hyperlink to a view of the items under that category.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3085;inventory-2.0.pdf_3085;For a Stock Item category, the category name is a hyperlink to a view of the details for that Stock Item, including the current quantity on hand.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3086;inventory-2.0.pdf_3086;For a Under $5 category the category name is not a hyperlink.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3087;inventory-2.0.pdf_3087;Categories are listed in alphabetical order in each row, from left to right and top to bottom.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3088;inventory-2.0.pdf_3088;Each cell in the matrix must indicate in some visual form that it contains subcategories.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3089;inventory-2.0.pdf_3089;The cell in the top left corner of the matrix always represents a generic item in the selected department (e.g. a generic appliance when viewing the categories in the appliance department) and is automatically generated by the system.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3090;inventory-2.0.pdf_3090;The cell to the right of the top left corner of the matrix always represents under $5 items in the selected department and is automatically generated by the system.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3091;inventory-2.0.pdf_3091;The screen should display all items for the selected department or category that match the selected filter criteria including attributes, features and/or detail fields;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3092;inventory-2.0.pdf_3092;The Item number is a hyperlink to the detailed item view screen for that item allowing recategorization.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3093;inventory-2.0.pdf_3093;The list can be sorted by any table column.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3094;inventory-2.0.pdf_3094;Each level (department or category) in the breadcrumbs at the top of the page is a hyperlink to the inventory items view for that department or category.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3095;inventory-2.0.pdf_3095;The Add Item button is only present if user is a Manager, Director or Inventory Administrator;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3096;inventory-2.0.pdf_3096;Fields are only editable if user is a Manager, Director or Inventory Administrator.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3097;inventory-2.0.pdf_3097;All fields are editable with the exception of the system generated item number.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3098;inventory-2.0.pdf_3098;The Cancel and Save buttons are only present if user is a Manager, Director or Inventory Administrator.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3099;inventory-2.0.pdf_3099;The Split Item link is only present if user is a Manager, Director or Inventory Administrator.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3100;inventory-2.0.pdf_3100;Additional fields could include: model #, eligible for commission, architectural salvage and URL links to similar items in retail stores such as Home Depot and Lowes.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3101;inventory-2.0.pdf_3101;The Department Name must be unique across the inventory.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3102;inventory-2.0.pdf_3102;The Department‟s Unique Tag must be unique across the inventory.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3103;inventory-2.0.pdf_3103;The POS Department Code must be at most 3 characters long.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3104;inventory-2.0.pdf_3104;The Unique Tag must be at most 18 characters long.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3105;inventory-2.0.pdf_3105;There must be at least one slot available in the Department matrix to hold the new Department.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3106;inventory-2.0.pdf_3106;A Department cannot be deleted if it contains categories and/or items.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3107;inventory-2.0.pdf_3107;The system must ask for confirmation before deleting a Department.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3108;inventory-2.0.pdf_3108;To start managing categories, the user needs to drill down to the department level. ;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3109;inventory-2.0.pdf_3109;Buttons for adding and moving categories should exist at this level.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3110;inventory-2.0.pdf_3110;The Category Name must be unique across the inventory.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3111;inventory-2.0.pdf_3111;The Category‟s Unique Tag must be unique across the inventory.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3112;inventory-2.0.pdf_3112;The Unique Tag must be at most 18 characters long.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3113;inventory-2.0.pdf_3113;There must be at least one slot available in the Category matrix at the level the new Category will be created to hold the new Category.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3114;inventory-2.0.pdf_3114;The available options in the Material, Finish, Color and Features selectors should be the ones defined for the selected department (see Manage Attributes and Details).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3115;inventory-2.0.pdf_3115;The fields and available options under the Details section should be the ones defined for the selected category (see Manage Attributes and Details).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3116;inventory-2.0.pdf_3116;The system must ask for confirmation before deleting a category.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3117;inventory-2.0.pdf_3117;Additional fields could include: model # and URL links to similar items in retail stores such as Home Depot and Lowes.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3118;inventory-2.0.pdf_3118;The Categories to Move selector is populated with the categories seen on the matrix at the level where the Move Categories button was pressed.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3119;inventory-2.0.pdf_3119;User must select at least one Category to move.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3120;inventory-2.0.pdf_3120;User must select either an existing target Department or Category, or new target Category.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3121;inventory-2.0.pdf_3121;User cannot move categories to any Departments or Categories that don‟t have enough slots available in the matrix to hold the moved categories.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3122;inventory-2.0.pdf_3122;User cannot move categories to any of their subcategories (cannot create loops in the inventory hierarchy).;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3123;inventory-2.0.pdf_3123;If a new target category is selected, User must enter Name, Unique Tag, Location of new category.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3124;inventory-2.0.pdf_3124;User cannot select a Stock Item, Under $5 Category or Generic Category as the target category;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3125;inventory-2.0.pdf_3125;When a category is moved it keeps its assigned Item Details;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3126;inventory-2.0.pdf_3126;When the option to merge the contents of the selected Categories is selected, the Item Details assigned to the selected Categories are combined and assigned to the target Department or Category.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3127;inventory-2.0.pdf_3127;Material and Features attributes can be assigned to any combination of departments.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3128;inventory-2.0.pdf_3128;Material and Features attributes can be assigned to „All‟ departments.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3129;inventory-2.0.pdf_3129;Color and Finish attributes can only be set to „All‟ departments.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3130;inventory-2.0.pdf_3130;An Attribute cannot be set simultaneously to „All‟ departments and to specific department(s).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3131;inventory-2.0.pdf_3131;Assigning an attribute to „All‟ departments disables the individual department selectors, but preserves the current department selections.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3132;inventory-2.0.pdf_3132;Un-assigning an attribute from the „All‟ departments enables the individual department selectors, restoring the previous department selections.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3133;inventory-2.0.pdf_3133;The Item Attribute Name must be unique across the inventory.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3134;inventory-2.0.pdf_3134;The De-Activate Attribute button is replaced with an Activate Attribute button when the attribute is inactive;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3135;inventory-2.0.pdf_3135;The following fields are mandatory: Name.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3136;inventory-2.0.pdf_3136;Details can be assigned to any combination of departments and categories.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3137;inventory-2.0.pdf_3137;Details can be assigned to „All‟ departments and/or categories.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3138;inventory-2.0.pdf_3138;Assigning a detail to a department or category automatically assigns it to its subcategories and vice versa to its top level department.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3139;inventory-2.0.pdf_3139;If the Type is set to „Selection‟, then the selection list must contain at least one item.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3140;inventory-2.0.pdf_3140;The Item Detail Name must be unique across the inventory.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3141;inventory-2.0.pdf_3141;The De-Activate Detail button is replaced with an Activate Detail button when the detail is inactive.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3142;inventory-2.0.pdf_3142;The following fields are mandatory: 2.1. Name, 2.2. Type.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3143;inventory-2.0.pdf_3143;Users can access the Receive/Add Item from the Receive Acquisition screen when processing an acquisition, or from the View Inventory Items screen when browsing the inventory.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3144;inventory-2.0.pdf_3144;The Category field is a link to the inventory matrix view, which allows you to select a new category by drilling down to any existing category.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3145;inventory-2.0.pdf_3145;The available options in the Material, Finish, Color and Features selectors should be the ones defined for the selected department (see Manage Attributes and Details).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3146;inventory-2.0.pdf_3146;The fields and available options under the Details section should be the ones defined for the selected category (see Manage Attributes and Details).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3147;inventory-2.0.pdf_3147;For Stock Items, all fields are pre-set and disabled, and cannot be changed.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3148;inventory-2.0.pdf_3148;For Unique Items, all fields with values defined when the Unique Item category was created are preset and cannot be changed.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3149;inventory-2.0.pdf_3149;For unique and stock items, the system makes pricing recommendations to the user on the item entry screen (see Suggest Item Price);F;0;1;0;0;0;0;0;0;0;0;0;0;0
3150;inventory-2.0.pdf_3150;For unique items, user can accept the suggested price, enter a different one, or leave it blank.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3151;inventory-2.0.pdf_3151;For stock items, the price is pre-set and the user cannot change it.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3152;inventory-2.0.pdf_3152;The Add to Inventory button is not enabled for Pickup and Decon Associates.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3153;inventory-2.0.pdf_3153;Additional fields could include: model #, eligible for commission, architectural salvage and URL links to similar items in retail stores such as Home Depot and Lowes.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3154;inventory-2.0.pdf_3154;All users can access the View/Update Item from the View Inventory Items screen when browsing the inventory, and a Manager, Director or Inventory Administrator can update item properties.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3155;inventory-2.0.pdf_3155;All fields are editable with the exception of the system generated item number.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3156;inventory-2.0.pdf_3156;When building the split item list, at least two items must exist in the list, including the original item.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3157;inventory-2.0.pdf_3157;Clicking the Clone button on a row adds a new item row with the same item values as the original, except for the item number, which is left blank.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3158;inventory-2.0.pdf_3158;Clicking the Add Item button takes the user through the inventory matrix so that a category can be selected for the new item.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3159;inventory-2.0.pdf_3159; The user is then taken to the View/Update Item screen.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3160;inventory-2.0.pdf_3160;Clicking the category name for an item takes the user to the View/Update Item screen for that item.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3161;inventory-2.0.pdf_3161;Users should be able to filter acquisitions by: 2.1. Acquisition Number, 2.2. Donor and Primary Contact Name, 2.3. Type, 2.4. Primary Contact Phone Number, 2.5. Status.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3162;inventory-2.0.pdf_3162;User should be able to sort the acquisition list by any of its columns.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3163;inventory-2.0.pdf_3163;The default sorting is by descending order of acquisition End Date.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3164;inventory-2.0.pdf_3164;The New Drop Off button takes the user to the acquisition creation screen in CRM for easy access.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3165;inventory-2.0.pdf_3165;Condition is optional. If left blank, the donor may write it manually on the receipt.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3166;inventory-2.0.pdf_3166;The donation item name initially displayed on each item row is the donation item name in the CRM acquisition record.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3167;inventory-2.0.pdf_3167;Selecting a stock category takes you back to the acquisition screen , not to the items details page.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3168;inventory-2.0.pdf_3168;Selecting an under $5 category prompts for a description and also takes you back to the acquisition screen.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3169;inventory-2.0.pdf_3169;Clicking add item takes you directly to the inventory matrix so that the item category can be selected, then to the item details screen.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3170;inventory-2.0.pdf_3170;Date received is tracked on an item by item basis.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3171;inventory-2.0.pdf_3171;The Complete Acquisition button is disabled for Decon and Pickup Associates.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3172;inventory-2.0.pdf_3172;The Email Receipt button takes you to the Email Receipt screen.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3173;inventory-2.0.pdf_3173;The email receipt screen shows all email addresses associated with the Acquisition in CRM.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3174;inventory-2.0.pdf_3174;One or more can be select to receive the email receipt If no emails are available, they need to be added in CRM.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3175;inventory-2.0.pdf_3175;The system should support the following hardware interfaces: Touch screen monitors – To facilitate navigation of the categorized inventory when processing acquisitions and also for normal inventory maintenance tasks, Bar code readers – For scanning item labels and member cards, Zebra printers – For quick printing of item labels, Standard, color laser printers – For printing donation receipts, item signage and reports, Mobile devices.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3176;inventory-2.0.pdf_3176;The user interface implementation should strive to use cross-browser standards wherever possible and avoid any use of browser-specific features.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3177;inventory-2.0.pdf_3177;Constituent and sales history data from Construction Junction‟s QuickBooks POS system must be migrated to Salesforce.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3178;inventory-2.0.pdf_3178;As the Inventory Management System does not replace any existing legacy system, there is no inventory data to migrate.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3179;inventory-2.0.pdf_3179;Construction Junction has acquired CRM Fusion products including Demand Tools, People Import and Dupe Blocker to assist with these efforts.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3180;inventory-2.0.pdf_3180;As the Inventory Management System does not replace any existing legacy system, Construction Junction doesn‟t currently have documented procedures for disaster recovery, backups and business continuity for its inventory operations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3181;inventory-2.0.pdf_3181;Appropriate procedures will need to be developed and documented for the chosen implementation platform. ;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3182;inventory-2.0.pdf_3182;That should include: Backups - How will backups be done, what data the backups are to include, where the backup media will be stored, and for how long that media will be maintained, Disaster Recovery and Business Continuity Plan - How the system will be recovered, the timeframe for recovery, and the fallback procedures to allow business to continue including offline capabilities.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3183;inventory-2.0.pdf_3183;The system must be written using industry best practices, and must be built using only Construction Junction approved products and technologies.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3184;inventory-2.0.pdf_3184;The system must also be written in such a way that it can be supported by planned Construction Junction staffing levels.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3185;inventory-2.0.pdf_3185;The Inventory Management System will most likely utilize a variety of open source and commercial products in its development lifecycle. ;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3186;inventory-2.0.pdf_3186;The Inventory Management System is not considered a derivative work of such products.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3187;philips.doc_3187;With the use of an existing Passport account the user can login to the messenger.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3188;philips.doc_3188;It is not possible to create a new Passport account.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3189;philips.doc_3189;Ability to change and maintain the status which is visible to the buddies. The application provides a list where the end-user can choose the new status.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3190;philips.doc_3190;The application will display the status of the end-users buddies.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3191;philips.doc_3191;When a buddy changes his status, the application shall update it.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3192;philips.doc_3192;The end-user is able to change the nickname with which the user is visible to the buddies.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3193;philips.doc_3193;Show the nicknames of the end-users buddies on the buddy list.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3194;philips.doc_3194;The application updates the displayed nick in the contact list when a buddy changes the nickname.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3195;philips.doc_3195;"The application provides the possibility to assign a nickname to a specified buddy; this nickname has preference above the nickname set by the buddy itself.";NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3196;philips.doc_3196;The application provides an option to add a buddy to the buddy list.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3197;philips.doc_3197;The application has an option to delete a buddy from the buddy list.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3198;philips.doc_3198;The application has an option to block certain buddies.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3199;philips.doc_3199;The application has a visible notification when an incoming message is received.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3200;philips.doc_3200;Show incoming messages on the screen.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3201;philips.doc_3201;Possibility to create a message and send it to a buddy.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3202;philips.doc_3202;Show emoticons in incoming and outgoing messages.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3203;philips.doc_3203;Display a list of emoticons to choose from when the user wants to include an emoticon in the message he is writing.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3204;philips.doc_3204;Show the history of messages sent and received in the current chat session.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3205;philips.doc_3205;Chat with multiple buddies together.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3206;philips.doc_3206;Ability to request the TV program / channel to which the end-users online buddy is watching at the moment.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3207;philips.doc_3207;Show a notification when there is new e-mail at the users hotmail inbox.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3208;philips.doc_3208;Display the inbox of the users Hotmail account;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3209;philips.doc_3209;Show e-mails from the users Hotmail account on the screen.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3210;philips.doc_3210;Play games with online buddies.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3211;philips.doc_3211;Input device: Remote control and maybe a wireless keyboard.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3212;philips.doc_3212;Output device: TV screen.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3213;philips.doc_3213;The used protocol for communication is the .NET messenger service protocol. ;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3214;philips.doc_3214;The used version of this protocol will be MSNPv8 which is the standard protocol at this moment.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3215;clarus high.doc_3215;The Clarus system shall collect, quality control, and disseminate environmental data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3216;clarus high.doc_3216;The Clarus system shall be able to access in-situ environmental observations from data collectors.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3217;clarus high.doc_3217;Access to data may be conditional based on data sharing agreements to be reached with individual data collector organizations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3218;clarus high.doc_3218;The Clarus system shall be able to access remotely sensed environmental observations from data collectors.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3219;clarus high.doc_3219;The Clarus system shall calculate derived environmental data from observations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3220;clarus high.doc_3220;The Clarus system shall be able to receive roadway weather measurements derived from VII data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3221;clarus high.doc_3221;The Clarus system shall allow access to new surface transportation related observed environmental data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3222;clarus high.doc_3222;Clarus system shall accept surface condition data derived from surface images.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3223;clarus high.doc_3223;Access could only be provided when new data sources are established and available.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3224;clarus high.doc_3224;The Clarus system shall accept atmospheric condition data derived from atmospheric images.Task Force review;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3225;clarus high.doc_3225;The Clarus system shall minimize the time for data acquisition.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3226;clarus high.doc_3226;The Clarus system shall process data as they are received.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3227;clarus high.doc_3227;The Clarus system shall collect pavement-related observations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3228;clarus high.doc_3228;The Clarus system shall accept environmental data from railway systems or in situ ESS along tracks.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3229;clarus high.doc_3229;The Clarus system shall accept environmental data from railroad vehicles.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3230;clarus high.doc_3230;The Clarus system shall accept environmental data from (roadway) vehicles.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3231;clarus high.doc_3231;The Clarus system shall accept environmental data from maintenance and construction vehicles.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3232;clarus high.doc_3232;The Clarus system shall accept environmental data from service patrol vehicles.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3233;clarus high.doc_3233;The Clarus system shall accept environmental data from transit vehicles.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3234;clarus high.doc_3234;The Clarus system shall accept environmental data from emergency vehicles.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3235;clarus high.doc_3235;The Clarus system shall be able to receive weather data from weather service providers.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3236;clarus high.doc_3236;The Clarus system shall implement continuous quality control processes.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3237;clarus high.doc_3237;The Clarus system shall provide environmental data quality flags.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3238;clarus high.doc_3238;The Clarus system shall provide notification of data quality conditions to data collectors.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3239;clarus high.doc_3239;The Clarus system shall not modify original observations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3240;clarus high.doc_3240;The Clarus system shall apply appropriate quality checks based on the completeness of received sensor station metadata.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3241;clarus high.doc_3241;The Clarus system shall allow human intervention to override automatically applied quality assessment.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3242;clarus high.doc_3242;The Clarus system shall record the methods applied when deriving quality control information.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3243;clarus high.doc_3243;The Clarus system shall be able to implement quality control rules for each environmental parameter.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3244;clarus high.doc_3244;The Clarus system shall be able to implement quality control rules for specific environmental situations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3245;clarus high.doc_3245;The Clarus system shall be able to implement quality control rules specific to observation locations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3246;clarus high.doc_3246;The Clarus system shall be able to base its quality control process on values from multiple observations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3247;clarus high.doc_3247;The Clarus system shall be able to base its quality control process on historical environmental data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
